R_fighter,B_fighter,gender,R_age,B_age,R_Height_cms,B_Height_cms,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,sig_str_landed_bout_diff,ev_diff,odds_diff,tot_str_landed_bout_diff,sig_str_pct_bout_diff
Sara McMann,Alexis Davis,FEMALE,36,32,167.64,167.64,135,125,167.64,172.72,0,70.48387097,290,0,0
Brandon Moreno,Ryan Benoit,MALE,22,27,170.18,165.1,125,125,177.8,172.72,0,112.36842105,355,0,0
Gray Maynard,Ryan Hall,MALE,37,31,175.26,177.8,155,155,177.8,180.34,0,-84.39393939,-310,0,0
Rob Font,Matt Schnell,MALE,29,26,172.72,172.72,135,135,180.34,177.8,0,192.96296296,500,0,0
Dong Hyun Ma,Brendan O'Reilly,MALE,28,29,180.34,170.18,155,170,177.8,175.26,0,63.33333333,280,0,0
Kailin Curran,Jamie Moyle,FEMALE,25,27,162.56,154.94,115,115,165.1,165.1,0,16.666666669999998,220,0,0
Elvis Mutapcic,Anthony Smith,MALE,30,28,182.88,193.04,185,205,182.88,193.04,0,-8.281573500000007,-10,0,0
Josh Stansbury,Devin Clark,MALE,32,26,187.96,182.88,205,205,187.96,190.5,0,-8.281573500000007,-10,0,0
Robert Whittaker,Derek Brunson,MALE,25,32,182.88,185.42,185,185,185.42,195.58,-14,-16.666666669999998,-220,-10,-0.11000000000000004
Jake Matthews,Andrew Holbrook,MALE,22,30,180.34,180.34,170,155,185.42,177.8,8,406.81818182,975,51,0.21000000000000008
Kyle Noke,Omari Akhmedov,MALE,36,29,185.42,182.88,170,185,193.04,185.42,7,0,0,13,0
Yusuke Kasuya,Alexander Volkanovski,MALE,27,28,170.18,167.64,155,145,170.18,180.34,46,-70.48387097,-290,48,0.25
Khalil Rountree Jr.,Tyson Pedro,MALE,26,25,185.42,190.5,205,205,193.04,200.66,1,-8.281573500000007,-10,5,0.14999999999999994
Seohee Ham,Danielle Taylor,FEMALE,29,27,157.48,152.4,115,115,157.48,152.4,0,0,0,0,0
Daniel Kelly,Chris Camozzi,MALE,39,30,182.88,187.96,185,185,177.8,193.04,17,-112.36842105,-355,-18,0.09999999999999998
Damien Brown,Jon Tuck,MALE,31,32,177.8,180.34,155,155,172.72,185.42,5,-63.33333333,-280,33,0.18
Richard Walsh,Jonathan Meunier,MALE,27,29,182.88,190.5,170,170,185.42,190.5,56,40.92592593000001,250,72,0.27
Ben Nguyen,Geane Herrera,MALE,28,26,165.1,165.1,125,125,165.1,167.64,-83,48.57142857,260,-90,-0.21
Dan Hooker,Jason Knight,MALE,26,24,182.88,177.8,155,145,190.5,180.34,12,56.03448276,270,22,-0.15999999999999998
Marlon Vera,Ning Guangyou,MALE,23,34,172.72,162.56,135,145,177.8,162.56,0,0,0,0,0
Yao Zhikui,Jenel Lausa,MALE,25,28,165.1,165.1,125,125,162.56,172.72,27,-40.92592593000001,-250,37,0.28
Ryan Bader,Rogerio Nogueira,MALE,33,40,187.96,187.96,205,205,187.96,190.5,-83,250.58823529,620,-117,-0.49
Thomas Almeida,Albert Morales,MALE,25,25,170.18,175.26,135,135,177.8,182.88,-23,216.66666667,550,-24,-0.27
Claudia Gadelha,Cortney Casey,FEMALE,27,29,162.56,170.18,115,115,160.02,170.18,-12,343.26086957,825,3,-0.09999999999999998
Thales Leites,Krzysztof Jotko,MALE,35,27,185.42,185.42,185,185,198.12,195.58,38,40.92592593000001,250,89,0.22
Warlley Alves,Kamaru Usman,MALE,25,29,180.34,182.88,170,170,182.88,193.04,46,-127.38095238,-385,103,0.12999999999999995
Sergio Moraes,Zak Ottow,MALE,34,29,182.88,180.34,170,170,182.88,182.88,9,63.33333333,280,-3,-0.07
Cezar Ferreira,Jack Hermansson,MALE,31,28,185.42,185.42,185,185,198.12,195.58,4,-33.07692308,-240,4,-0.04999999999999999
Marcos Rogerio de Lima,Gadzhimurad Antigulov,MALE,31,29,185.42,180.34,253,205,190.5,177.8,-2,84.39393939,310,-11,-0.33
Johnny Eduardo,Manvel Gamburyan,MALE,38,35,170.18,165.1,135,135,180.34,170.18,-15,48.57142857,260,-15,-0.029999999999999968
Luis Henrique,Christian Colombo,MALE,23,36,187.96,195.58,243,265,187.96,203.2,-28,210.51724138,535,-25,-0.38
Pedro Munhoz,Justin Scoggins,MALE,30,24,167.64,170.18,135,125,165.1,167.64,16,-70.48387097,-290,16,0.08000000000000003
Gegard Mousasi,Uriah Hall,MALE,31,32,187.96,182.88,185,185,193.04,200.66,-8,412.14285714,990,-8,-0.020000000000000014
Ross Pearson,Stevie Ray,MALE,32,26,172.72,177.8,155,155,175.26,177.8,11,-8.281573500000007,-10,2,0
Tim Johnson,Alexander Volkov,MALE,31,28,190.5,200.66,265,250,195.58,203.2,0,63.33333333,280,0,0
Artem Lobov,Teruto Ishihara,MALE,30,25,175.26,170.18,145,135,165.1,175.26,-34,-181.53846154,-480,-31,-0.11
Magnus Cedenblad,Jack Marshman,MALE,34,26,195.58,182.88,185,185,200.66,185.42,6,170,460,-28,0.030000000000000027
Kyoji Horiguchi,Ali Bagautinov,MALE,26,31,165.1,162.56,125,125,167.64,165.1,-19,120,370,-67,-0.16999999999999998
Kevin Lee,Magomed Mustafaev,MALE,24,28,175.26,172.72,170,155,195.58,180.34,0,56.03448276,270,-12,-0.13
Anna Elmose,Amanda Cooper,FEMALE,32,25,160.02,160.02,115,115,165.1,162.56,6,48.57142857,260,30,-0.07999999999999996
Justin Ledet,Mark Godbeer,MALE,28,32,193.04,193.04,205,240,203.2,195.58,2,58.57142857,270,-1,0.18
Zak Cummings,Alexander Yakovlev,MALE,32,32,182.88,190.5,185,155,190.5,187.96,-6,91.17647059,320,-20,0.13
Marion Reneau,Milana Dudieva,FEMALE,39,27,167.64,160.02,135,135,172.72,154.94,-31,140.55555556000002,410,-36,0.010000000000000007
Brett Johns,Kwan Ho Kwak,MALE,24,27,170.18,165.1,135,135,180.34,177.8,4,134.54545455,400,-68,-0.2
Charlie Ward,Abdul Razak Alhassan,MALE,35,31,180.34,177.8,170,170,185.42,185.42,10,-239.69696969999998,-600,10,0.4
Eddie Alvarez,Conor McGregor,MALE,32,28,175.26,175.26,155,155,175.26,187.96,23,-77.5,-300,28,0.17
Joanna Jedrzejczyk,Karolina Kowalkiewicz,FEMALE,29,31,167.64,160.02,125,115,165.1,162.56,-121,300,725,-118,-0.25
Chris Weidman,Yoel Romero,MALE,32,39,187.96,182.88,185,185,198.12,185.42,6,134.54545455,400,11,0.2
Miesha Tate,Raquel Pennington,FEMALE,30,28,167.64,170.18,135,135,165.1,170.18,22,48.57142857,260,63,0.23000000000000004
Frankie Edgar,Jeremy Stephens,MALE,35,30,167.64,172.72,145,145,172.72,180.34,-7,234.23076923,590,-4,-0.30000000000000004
Khabib Nurmagomedov,Michael Johnson,MALE,28,30,177.8,177.8,155,145,177.8,185.42,-75,256.01449275,630,-120,-0.42
Rafael Natal,Tim Boetsch,MALE,33,35,182.88,182.88,185,185,193.04,187.96,9,56.03448276,270,9,0.29000000000000004
Vicente Luque,Belal Muhammad,MALE,24,28,180.34,180.34,170,170,190.5,182.88,-6,25,230,-6,-0.12
Jim Miller,Thiago Alves,MALE,33,33,172.72,175.26,155,170,180.34,177.8,8,-70.48387097,-290,5,0
Liz Carmouche,Katlyn Chookagian,FEMALE,32,27,167.64,175.26,125,125,167.64,172.72,-5,-84.39393939,-310,15,-0.23
Rafael Dos Anjos,Tony Ferguson,MALE,32,32,172.72,180.34,170,155,177.8,193.04,0,48.57142857,260,0,0
Diego Sanchez,Marcin Held,MALE,34,24,177.8,175.26,170,155,182.88,180.34,0,-216.66666667,-550,0,0
Ricardo Lamas,Charles Oliveira,MALE,34,27,172.72,177.8,145,155,180.34,187.96,0,0,0,0,0
Martin Bravo,Claudio Puelles,MALE,23,20,172.72,180.34,145,155,180.34,182.88,0,-8.281573500000007,-10,0,0
Beneil Dariush,Rashid Magomedov,MALE,27,31,177.8,175.26,155,155,182.88,177.8,0,8.281573500000007,10,0,0
Alexa Grasso,Heather Jo Clark,FEMALE,23,36,165.1,167.64,115,115,167.64,162.56,0,443.87096774,1080,0,0
Erik Perez,Felipe Arantes,MALE,26,28,172.72,172.72,135,135,172.72,185.42,0,158.33333333000004,440,0,0
Marco Beltran,Joe Soto,MALE,30,29,172.72,167.64,125,135,175.26,165.1,0,40.92592593000001,250,0,0
Erick Montano,Max Griffin,MALE,30,30,182.88,180.34,170,170,185.42,193.04,0,-50.92592593000001,-260,0,0
Henry Briones,Douglas Silva de Andrade,MALE,36,31,172.72,170.18,135,135,175.26,172.72,0,-8.281573500000007,-10,0,0
Sam Alvey,Alex Nicholson,MALE,30,26,187.96,193.04,205,185,190.5,205.74,0,84.39393939,310,0,0
Polo Reyes,Jason Novelli,MALE,31,37,180.34,182.88,155,155,180.34,190.5,0,70.48387097,290,0,0
Enrique Barzola,Chris Avila,MALE,27,23,170.18,177.8,145,145,177.8,182.88,0,406.81818182,975,0,0
Michael Bisping,Dan Henderson,MALE,37,46,185.42,180.34,185,185,190.5,187.96,0,181.53846154,480,0,0
Vitor Belfort,Gegard Mousasi,MALE,39,31,182.88,187.96,185,185,187.96,193.04,0,-272.22222222,-660,0,0
Ovince Saint Preux,Jimi Manuwa,MALE,33,36,190.5,185.42,205,205,203.2,200.66,0,56.03448276,270,0,0
Stefan Struve,Daniel Omielanczuk,MALE,28,34,210.82,182.88,265,247,213.36,187.96,0,112.36842105,355,0,0
Mirsad Bektic,Russell Doane,MALE,25,30,172.72,170.18,145,135,177.8,177.8,0,422.75862069,1020,0,0
Brad Pickett,Iuri Alcantara,MALE,38,36,167.64,175.26,135,135,172.72,180.34,0,-63.33333333,-280,0,0
Davey Grant,Damian Stasiak,MALE,30,26,172.72,165.1,135,135,175.26,177.8,0,112.36842105,355,0,0
Leon Edwards,Albert Tumenov,MALE,25,24,182.88,180.34,170,170,187.96,185.42,0,-91.17647059,-320,0,0
Lukasz Sajewski,Marc Diakiese,MALE,25,23,172.72,177.8,155,155,180.34,185.42,0,-210.51724138,-535,0,0
Danny Roberts,Mike Perry,MALE,29,25,185.42,177.8,170,170,187.96,180.34,0,-33.07692308,-240,0,0
Leonardo Santos,Adriano Martins,MALE,36,33,182.88,177.8,155,155,190.5,182.88,0,-127.38095238,-385,0,0
John Lineker,John Dodson,MALE,26,32,160.02,160.02,135,135,170.18,167.64,0,-25,-230,0,0
Will Brooks,Alex Oliveira,MALE,29,28,177.8,180.34,155,170,182.88,193.04,0,228.75,580,0,0
Joshua Burkman,Zak Ottow,MALE,36,29,177.8,180.34,170,170,182.88,182.88,0,181.53846154,480,0,0
Louis Smolka,Brandon Moreno,MALE,25,22,175.26,170.18,135,125,172.72,177.8,0,430.95238095,975,0,0
Henrique da Silva,Joachim Christensen,MALE,27,37,190.5,190.5,205,205,193.04,193.04,0,40.92592593000001,250,0,0
Hacran Dias,Andre Fili,MALE,32,26,172.72,180.34,155,145,175.26,187.96,0,63.33333333,280,0,0
Shamil Abdurakhimov,Walt Harris,MALE,35,33,190.5,195.58,235,250,193.04,195.58,0,56.03448276,270,0,0
Keita Nakamura,Elizeu Zaleski dos Santos,MALE,32,29,180.34,180.34,170,170,185.42,185.42,0,25,230,0,0
Nate Marquardt,Tamdan McCrory,MALE,37,29,182.88,193.04,185,185,187.96,198.12,0,-77.5,-300,0,0
Jonathan Wilson,Ion Cutelaba,MALE,29,22,187.96,185.42,205,205,190.5,190.5,0,-16.666666669999998,-220,0,0
Cody East,Curtis Blaydes,MALE,28,25,190.5,193.04,245,265,187.96,203.2,0,-152.44680850999995,-430,0,0
Kelly Faszholz,Ketlen Vieira,FEMALE,31,25,172.72,172.72,135,135,170.18,172.72,0,8.281573500000007,10,0,0
Cris Cyborg,Lina Lansberg,MALE,31,34,172.72,170.18,145,135,172.72,165.1,0,640,1650,0,0
Renan Barao,Phillipe Nover,MALE,29,32,167.64,175.26,135,145,177.8,182.88,-25,454.375,1110,-10,-0.14999999999999994
Roy Nelson,Antonio Silva,MALE,40,37,182.88,193.04,263,264,182.88,203.2,-9,311.19047619,755,8,-0.10000000000000003
Francisco Trinaldo,Paul Felder,MALE,38,32,175.26,180.34,155,155,177.8,177.8,1,70.48387097,290,-4,-0.07999999999999996
Thiago Santos,Eric Spicely,MALE,32,29,187.96,185.42,205,185,193.04,185.42,3,537.5,1350,3,0.4
Godofredo Pepey,Mike de la Torre,MALE,29,30,170.18,180.34,145,145,185.42,180.34,-18,0,0,-10,-0.28
Gilbert Burns,Michel Prazeres,MALE,30,35,177.8,167.64,155,170,180.34,170.18,21,164.18367347,450,24,0.020000000000000014
Rani Yahya,Michinori Tanaka,MALE,32,25,167.64,165.1,135,135,170.18,170.18,10,-8.281573500000007,-10,102,0.02999999999999992
Jussier Formiga,Dustin Ortiz,MALE,31,27,165.1,165.1,125,125,170.18,165.1,5,127.38095238,385,64,-0.03
Erick Silva,Luan Chagas,MALE,32,23,182.88,182.88,170,170,187.96,190.5,-14,-63.33333333,-280,-18,-0.06999999999999995
Alan Patrick,Stevie Ray,MALE,33,26,180.34,177.8,155,155,187.96,177.8,-5,-84.39393939,-310,-4,-0.36
Vicente Luque,Hector Urbina,MALE,24,29,180.34,180.34,170,170,190.5,185.42,-6,422.75862069,1020,-6,-0.21
Glaico Franca,Gregor Gillespie,MALE,25,29,182.88,170.18,155,155,195.58,180.34,0,48.57142857,260,0,0
Dustin Poirier,Michael Johnson,MALE,27,30,175.26,177.8,155,145,182.88,185.42,8,84.39393939,310,8,-0.13
Uriah Hall,Derek Brunson,MALE,32,32,182.88,185.42,185,185,200.66,195.58,3,-105.94594595,-345,11,0.23999999999999996
Evan Dunham,Rick Glenn,MALE,34,27,177.8,182.88,155,145,177.8,177.8,-86,250.58823529,620,-122,-0.14
Roan Carneiro,Kenny Robertson,MALE,38,32,180.34,177.8,170,170,187.96,187.96,-5,-16.666666669999998,-220,2,-0.27
Chris Wade,Islam Makhachev,MALE,28,24,177.8,177.8,155,155,177.8,177.8,7,-40.92592593000001,-250,9,0.34
Chas Skelly,Maximo Blanco,MALE,31,32,180.34,172.72,145,145,182.88,180.34,-1,63.33333333,280,-1,-1
Gabriel Benitez,Sam Sicilia,MALE,28,30,172.72,172.72,145,145,180.34,170.18,-20,-16.666666669999998,-220,-20,-0.11
Augusto Montano,Belal Muhammad,MALE,31,28,185.42,180.34,170,170,185.42,182.88,-1,-353.72340426,-845,46,0
Antonio Carlos Junior,Leonardo Augusto Leleco,MALE,26,34,187.96,182.88,185,185,200.66,185.42,0,204.28571429,520,0,0
Jose Quinonez,Joey Gomez,MALE,26,27,172.72,177.8,135,155,175.26,180.34,-12,-56.03448276,-270,-10,-0.09999999999999998
Erick Montano,Randy Brown,MALE,30,26,182.88,190.5,170,170,185.42,198.12,-9,-406.81818182,-975,-42,-0.11
Stipe Miocic,Alistair Overeem,MALE,34,36,193.04,193.04,240,265,203.2,203.2,-25,56.03448276,270,-25,-0.040000000000000036
Fabricio Werdum,Travis Browne,MALE,39,34,193.04,198.12,231,255,195.58,200.66,-47,187.26415094,490,-69,-0.34
CM Punk,Mickey Gall,MALE,37,24,185.42,187.96,170,170,185.42,187.96,20,-321.74418605,-775,20,0.62
Urijah Faber,Jimmie Rivera,MALE,37,27,167.64,162.56,135,135,170.18,172.72,32,-91.17647059,-320,32,0.14
Jessica Andrade,Joanne Calderwood,FEMALE,24,30,154.94,167.64,115,125,157.48,165.1,-7,33.07692308,240,-21,-0.21
Jessica Eye,Bethe Correia,FEMALE,30,33,167.64,165.1,125,135,167.64,162.56,-3,25,230,6,0.06
Brad Tavares,Caio Magalhaes,MALE,28,28,185.42,185.42,185,185,187.96,185.42,-20,134.54545455,400,-19,-0.14
Nik Lentz,Michael McBride,MALE,32,30,172.72,185.42,155,155,172.72,190.5,-22,406.81818182,975,-38,-0.25
Drew Dober,Jason Gonzalez,MALE,27,26,172.72,187.96,155,155,177.8,187.96,-10,63.33333333,280,-13,-0.14999999999999994
Yancy Medeiros,Sean Spencer,MALE,29,29,177.8,177.8,155,170,190.5,190.5,0,33.07692308,240,1,-0.09999999999999998
Andrei Arlovski,Josh Barnett,MALE,37,38,190.5,190.5,240,250,195.58,198.12,0,-33.07692308,-240,0,0
Alexander Gustafsson,Jan Blachowicz,MALE,29,33,195.58,187.96,205,205,200.66,198.12,0,485.71428571,1200,0,0
Ryan Bader,Ilir Latifi,MALE,33,33,187.96,177.8,205,205,187.96,185.42,0,91.17647059,320,0,0
Nick Hein,Tae Hyun Bang,MALE,32,33,167.64,175.26,155,155,167.64,180.34,0,245.14925373,610,0,0
Jessin Ayari,Jimmy Wallhead,MALE,24,32,182.88,177.8,155,170,185.42,185.42,0,-33.07692308,-240,0,0
Peter Sobotta,Nicolas Dalby,MALE,29,31,182.88,180.34,170,170,190.5,187.96,0,-120,-370,0,0
Ashlee Evans-Smith,Veronica Macedo,FEMALE,29,20,172.72,162.56,125,125,170.18,162.56,0,158.33333333000004,440,0,0
Taylor Lapilus,Leandro Issa,MALE,24,32,167.64,170.18,135,135,185.42,175.26,0,77.5,300,0,0
Scott Askham,Jack Hermansson,MALE,28,28,190.5,185.42,185,185,190.5,195.58,0,-8.281573500000007,-10,0,0
Rustam Khabilov,Leandro Silva,MALE,29,30,172.72,175.26,155,155,185.42,182.88,0,337.77777778,810,0,0
Demian Maia,Carlos Condit,MALE,38,32,185.42,187.96,170,170,182.88,190.5,0,-40.92592593000001,-250,-4,-0.84
Anthony Pettis,Charles Oliveira,MALE,29,26,177.8,177.8,170,155,182.88,187.96,-12,84.39393939,310,-17,-0.13
Paige VanZant,Bec Rawlings,FEMALE,22,27,162.56,167.64,115,125,165.1,162.56,-4,127.38095238,385,3,0.01999999999999996
Joe Lauzon,Jim Miller,MALE,32,32,177.8,172.72,155,155,180.34,180.34,26,48.57142857,260,5,0.08999999999999997
Sam Alvey,Kevin Casey,MALE,30,35,187.96,180.34,205,185,190.5,195.58,-34,192.96296296,500,-39,-0.020000000000000014
Enrique Barzola,Kyle Bochniak,MALE,27,29,170.18,170.18,145,145,177.8,177.8,-14,-40.92592593000001,-250,-15,-0.040000000000000036
Garreth McLellan,Alessio Di Chirico,MALE,33,26,185.42,182.88,185,185,182.88,187.96,4,-239.69696969999998,-600,26,0.030000000000000027
Shane Campbell,Felipe Silva,MALE,29,32,182.88,182.88,155,155,180.34,195.58,2,77.5,300,3,-0.24999999999999994
Chad Laprise,Thibault Gouti,MALE,30,29,177.8,177.8,170,155,180.34,182.88,-13,258.75,610,-18,-0.23
Jeremy Kennedy,Alessandro Ricci,MALE,23,34,180.34,180.34,145,155,180.34,175.26,0,56.03448276,270,0,0
Nate Diaz,Conor McGregor,MALE,31,28,182.88,175.26,170,155,193.04,187.96,-2,-40.92592593000001,-250,-55,0.08999999999999997
Anthony Johnson,Glover Teixeira,MALE,32,36,187.96,187.96,205,205,198.12,193.04,-3,158.33333333000004,440,-3,-0.16999999999999998
Rick Story,Donald Cerrone,MALE,31,33,175.26,185.42,170,155,180.34,185.42,28,-48.57142857,-260,29,0.28
Hyun Gyu Lim,Mike Perry,MALE,31,24,190.5,177.8,170,170,195.58,180.34,23,198.63636364,510,42,0.35
Tim Means,Sabah Homasi,MALE,32,27,187.96,182.88,170,170,190.5,182.88,-38,311.19047619,755,-44,-0.19
Cody Garbrandt,Takeya Mizugaki,MALE,25,32,172.72,170.18,135,135,165.1,172.72,-8,395.95238095,940,-7,0
Raquel Pennington,Elizabeth Phillips,FEMALE,27,30,170.18,167.64,135,135,170.18,165.1,-18,228.75,580,-47,-0.22000000000000006
Artem Lobov,Chris Avila,MALE,30,23,175.26,177.8,145,145,165.1,182.88,-11,48.57142857,260,0,-0.13
Albert Cheng,An Ying Wang,MALE,29,22,180.34,182.88,170,170,179.07,188,0,-50.92592593000001,-260,0,0
Randa Markos,Cortney Casey,FEMALE,31,29,162.56,170.18,115,115,160.02,170.18,17,70.48387097,290,-9,0.35
Neil Magny,Lorenz Larkin,MALE,29,29,190.5,180.34,170,170,203.2,182.88,24,48.57142857,260,21,0.32
Colby Covington,Max Griffin,MALE,28,30,180.34,180.34,170,170,182.88,193.04,-13,311.19047619,755,-128,-0.19000000000000009
Alberto Uda,Marvin Vettori,MALE,32,22,190.5,182.88,185,185,195.58,187.96,6,-84.39393939,-310,29,0.27
Yair Rodriguez,Alex Caceres,MALE,23,28,180.34,177.8,145,145,180.34,185.42,0,245.14925373,610,0,0
Dennis Bermudez,Rony Jason,MALE,29,32,167.64,170.18,155,145,167.64,177.8,0,216.66666667,550,0,0
Thales Leites,Chris Camozzi,MALE,34,29,185.42,187.96,185,185,198.12,193.04,0,97.85714286,330,0,0
Santiago Ponzinibbio,Zak Cummings,MALE,29,32,182.88,182.88,170,185,185.42,190.5,0,0,0,0,0
Trevor Smith,Joe Gigliotti,MALE,35,22,190.5,180.34,185,185,190.5,175.26,0,-33.07692308,-240,0,0
Maryna Moroz,Danielle Taylor,FEMALE,24,26,170.18,152.4,125,115,170.18,152.4,0,198.63636364,510,0,0
Court McGee,Dominique Steele,MALE,31,28,180.34,177.8,170,170,190.5,187.96,0,63.33333333,280,0,0
Viktor Pesta,Marcin Tybura,MALE,26,30,190.5,190.5,240,249,195.58,198.12,0,0,0,0,0
David Teymur,Jason Novelli,MALE,27,37,175.26,182.88,155,155,185.42,190.5,0,48.57142857,260,0,0
Teruto Ishihara,Horacio Gutierrez,MALE,25,25,170.18,177.8,135,145,175.26,175.26,0,146.52173913,420,0,0
Cub Swanson,Tatsuya Kawajiri,MALE,32,38,172.72,170.18,145,145,177.8,175.26,0,239.69696969999998,600,0,0
Chase Sherman,Justin Ledet,MALE,26,27,193.04,193.04,250,205,198.12,203.2,0,-16.666666669999998,-220,0,0
Robbie Lawler,Tyron Woodley,MALE,34,34,180.34,175.26,170,170,187.96,187.96,5,16.666666669999998,220,4,0.22
Rose Namajunas,Karolina Kowalkiewicz,FEMALE,24,30,165.1,160.02,115,115,165.1,162.56,14,112.36842105,355,54,-0.13999999999999996
Matt Brown,Jake Ellenberger,MALE,35,31,182.88,175.26,170,170,190.5,180.34,14,222.74193548,565,22,0.2
Francisco Rivera,Erik Perez,MALE,34,26,172.72,172.72,135,135,172.72,172.72,-1,-63.33333333,-280,88,0
Ryan Benoit,Fredy Serrano,MALE,26,36,165.1,160.02,125,125,172.72,165.1,-9,-8.281573500000007,-10,22,-0.17000000000000004
Nikita Krylov,Ed Herman,MALE,24,35,190.5,185.42,205,205,195.58,195.58,-34,158.33333333000004,440,-34,-0.030000000000000027
Ross Pearson,Jorge Masvidal,MALE,31,31,172.72,180.34,155,170,175.26,187.96,61,-187.26415094,-490,77,0.07
Anthony Hamilton,Damian Grabowski,MALE,36,36,195.58,185.42,260,241,193.04,190.5,-8,40.92592593000001,250,-9,-0.23000000000000004
Jumabieke Tuerxun,Mark Eddiva,MALE,27,28,170.18,172.72,135,145,170.18,172.72,0,367.27272727,830,0,0
Wilson Reis,Hector Sandoval,MALE,31,30,162.56,157.48,125,125,165.1,162.56,1,272.22222222,660,-4,-0.12
Cesar Arzamendia,Damien Brown,MALE,25,31,180.34,177.8,155,155,180.34,172.72,5,-8.281573500000007,-10,8,-0.09999999999999998
Holly Holm,Valentina Shevchenko,FEMALE,34,28,172.72,165.1,145,125,175.26,167.64,33,112.36842105,355,46,0.22
Edson Barboza,Gilbert Melendez,MALE,30,34,180.34,175.26,155,145,190.5,185.42,-17,175.78431373,470,-21,-0.11
Francis Ngannou,Bojan Mihajlovic,MALE,29,36,193.04,180.34,250,205,210.82,185.42,-5,433.33333333,1050,-6,0.09999999999999998
Felice Herrig,Kailin Curran,FEMALE,31,25,162.56,162.56,115,115,165.1,165.1,-8,-56.03448276,-270,-8,-0.14
Frankie Saenz,Eddie Wineland,MALE,35,32,167.64,170.18,135,135,167.64,175.26,-3,70.48387097,290,-7,-0.06
Darren Elkins,Godofredo Pepey,MALE,32,29,177.8,170.18,145,145,180.34,185.42,-13,158.33333333000004,440,-139,-0.04999999999999993
Kamaru Usman,Alexander Yakovlev,MALE,29,32,182.88,190.5,170,155,193.04,187.96,-33,170,460,-144,-0.07999999999999996
Michel Prazeres,JC Cottrell,MALE,34,26,167.64,175.26,170,155,170.18,180.34,-34,134.54545455,400,-31,-0.36
Alex Oliveira,James Moontasri,MALE,28,28,180.34,177.8,170,170,193.04,180.34,-46,134.54545455,400,-126,-0.28
Jim Alers,Jason Knight,MALE,29,24,175.26,177.8,145,145,180.34,180.34,35,16.666666669999998,220,46,-0.07999999999999996
Luis Henrique,Dmitrii Smoliakov,MALE,22,33,187.96,187.96,243,253,187.96,187.96,-6,-25,-230,-11,-0.05000000000000005
Michael McDonald,John Lineker,MALE,25,26,175.26,160.02,135,135,177.8,170.18,12,8.281573500000007,10,14,0.009999999999999952
Tony Ferguson,Lando Vannata,MALE,32,24,180.34,175.26,155,155,193.04,180.34,-26,537.5,1350,-27,-0.19000000000000009
Tim Boetsch,Josh Samman,MALE,35,28,182.88,190.5,185,185,187.96,200.66,-21,-164.18367347,-450,-75,-0.22000000000000006
Aleksei Oleinik,Daniel Omielanczuk,MALE,39,33,187.96,182.88,240,247,203.2,187.96,18,105.94594595,345,40,0.4199999999999999
Kyle Noke,Keita Nakamura,MALE,36,32,185.42,180.34,170,170,193.04,185.42,-3,70.48387097,290,-3,-0.21
Louis Smolka,Ben Nguyen,MALE,24,27,175.26,165.1,135,125,172.72,165.1,-78,-25,-230,-130,-0.22
Lauren Murphy,Katlyn Chookagian,FEMALE,32,27,170.18,175.26,125,125,170.18,172.72,7,91.17647059,320,-20,0.06
Eric Spicely,Sam Alvey,MALE,29,30,185.42,187.96,185,205,185.42,190.5,1,-198.63636364,-510,5,-0.24
Cortney Casey,Cristina Stanciu,FEMALE,29,22,170.18,160.02,115,115,170.18,162.56,-14,-77.5,-300,-26,-0.2600000000000001
Scott Holtzman,Cody Pfister,MALE,32,26,175.26,177.8,155,155,175.26,185.42,-25,181.53846154,480,-65,-0.23000000000000004
Rani Yahya,Matthew Lopez,MALE,31,29,167.64,170.18,135,135,170.18,175.26,-26,-91.17647059,-320,-83,-0.12000000000000005
Devin Clark,Alex Nicholson,MALE,26,26,182.88,193.04,205,185,190.5,205.74,4,134.54545455,400,-10,-0.12
Miesha Tate,Amanda Nunes,FEMALE,29,28,167.64,172.72,135,145,165.1,175.26,0,-234.23076923,-590,0,0
Daniel Cormier,Anderson Silva,MALE,37,41,180.34,187.96,235,185,182.88,195.58,0,321.74418605,775,0,0
Jose Aldo,Frankie Edgar,MALE,29,34,170.18,167.64,145,145,177.8,172.72,0,-48.57142857,-260,0,0
Cain Velasquez,Travis Browne,MALE,33,33,185.42,198.12,240,255,195.58,200.66,0,266.83098592,650,0,0
Cat Zingano,Julianna Pena,FEMALE,34,26,167.64,167.64,145,135,172.72,175.26,0,97.85714286,330,0,0
Johny Hendricks,Kelvin Gastelum,MALE,32,24,175.26,175.26,185,185,175.26,180.34,0,-8.281573500000007,-10,0,0
TJ Dillashaw,Raphael Assuncao,MALE,30,33,167.64,165.1,125,135,170.18,167.64,0,311.19047619,755,0,0
Sage Northcutt,Enrique Marin,MALE,20,29,182.88,177.8,170,170,180.34,187.96,0,369.59183673,880,0,0
Diego Sanchez,Joe Lauzon,MALE,34,32,177.8,177.8,170,155,182.88,180.34,0,25,230,0,0
Gegard Mousasi,Thiago Santos,MALE,30,32,187.96,187.96,185,205,193.04,193.04,0,210.51724138,535,0,0
Jim Miller,Takanori Gomi,MALE,32,37,172.72,170.18,155,155,180.34,177.8,0,210.51724138,535,0,0
Joanna Jedrzejczyk,Claudia Gadelha,FEMALE,28,27,167.64,162.56,125,115,165.1,160.02,0,33.07692308,240,0,0
