R_fighter,B_fighter,gender,R_age,B_age,R_Height_cms,B_Height_cms,R_Weight_lbs,B_Weight_lbs,R_Reach_cms,B_Reach_cms,sig_str_landed_bout_diff,ev_diff,odds_diff,tot_str_landed_bout_diff,sig_str_pct_bout_diff
Iuri Alcantara,Joe Soto,MALE,37,30,175.26,167.64,135,135,180.34,165.1,0,16.666666669999998,220,0,0
Neil Magny,Alex Garcia,MALE,27,27,190.5,175.26,170,170,203.2,182.88,-34,-66.03448276,-280,-103,-0.37
Deiveson Figueiredo,Joseph Morales,MALE,30,23,165.1,167.64,125,125,172.72,175.26,0,-33.07692308,-240,0,0
Jacare Souza,Derek Brunson,MALE,38,34,185.42,185.42,185,185,182.88,195.58,-1,-48.57142857,-260,-1,-0.19
Dennis Bermudez,Andre Fili,MALE,31,27,167.64,180.34,155,145,167.64,187.96,-23,63.33333333,280,-40,-0.18
Jordan Rinaldi,Gregor Gillespie,MALE,30,31,177.8,170.18,145,155,182.88,180.34,27,-406.81818182,-975,35,0.18
Drew Dober,Frank Camacho,MALE,29,28,172.72,177.8,155,170,177.8,185.42,-39,48.57142857,260,-13,0.01999999999999996
Erik Koch,Bobby Green,MALE,29,31,177.8,177.8,155,155,180.34,180.34,54,-97.85714286,-330,74,0.18000000000000005
Mirsad Bektic,Godofredo Pepey,MALE,26,30,172.72,170.18,145,145,177.8,185.42,-7,406.81818182,975,-7,-0.07
Katlyn Chookagian,Mara Romero Borella,FEMALE,29,31,175.26,167.64,125,125,172.72,175.26,11,112.36842105,355,9,0.11
Randa Markos,Juliana Lima,FEMALE,32,35,162.56,165.1,115,115,160.02,165.1,-28,70.48387097,290,-80,-0.22
Justine Kish,Ji Yeon Kim,FEMALE,29,28,165.1,170.18,125,125,162.56,182.88,-28,77.5,300,-28,-0.15999999999999998
Vinc Pichel,Joaquim Silva,MALE,35,28,177.8,172.72,155,155,182.88,175.26,-15,-33.07692308,-240,-8,0.13
Niko Price,George Sullivan,MALE,28,36,182.88,182.88,170,170,193.04,185.42,-3,277.60273973,670,7,-0.16999999999999998
Austin Arnett,Cory Sandhagen,MALE,26,25,182.88,180.34,145,135,182.88,177.8,48,-120,-370,73,0.19000000000000009
Stipe Miocic,Francis Ngannou,MALE,35,31,193.04,193.04,240,250,203.2,210.82,-49,-91.17647059,-320,-167,-0.55
Daniel Cormier,Volkan Oezdemir,MALE,38,28,180.34,187.96,235,205,182.88,190.5,6,256.01449275,630,-42,-0.06
Calvin Kattar,Shane Burgos,MALE,29,26,180.34,180.34,145,145,182.88,190.5,4,-146.52173913,-420,5,0.03999999999999998
Gian Villante,Francimar Barroso,MALE,32,37,190.5,185.42,205,205,193.04,190.5,0,70.48387097,290,0,0.22
Thomas Almeida,Rob Font,MALE,26,30,170.18,172.72,135,135,177.8,180.34,17,56.03448276,270,24,0.04999999999999999
Kyle Bochniak,Brandon Davis,MALE,30,27,170.18,177.8,145,135,177.8,182.88,5,-48.57142857,-260,24,0.08000000000000003
Sabah Homasi,Abdul Razak Alhassan,MALE,29,32,182.88,177.8,170,170,182.88,185.42,5,-116.71794872,-363,11,0.07
Dustin Ortiz,Alexandre Pantoja,MALE,29,27,165.1,165.1,125,125,165.1,170.18,-17,40.92592593000001,250,-43,-0.07
Dan Ige,Julio Arce,MALE,26,28,170.18,170.18,145,145,180.34,177.8,37,-48.57142857,-260,51,0.04999999999999999
Matt Bessette,Enrique Barzola,MALE,33,28,177.8,170.18,145,145,177.8,177.8,12,-210.51724138,-535,18,0.16000000000000006
Islam Makhachev,Gleison Tibau,MALE,26,34,177.8,177.8,155,155,177.8,180.34,-1,210.51724138,535,-1,0
Jeremy Stephens,Dooho Choi,MALE,31,26,172.72,177.8,145,145,180.34,177.8,-5,-84.39393939,-310,-4,0.19000000000000009
Paige VanZant,Jessica-Rose Clark,FEMALE,23,30,162.56,165.1,115,125,165.1,162.56,1,16.666666669999998,220,-18,0.11000000000000004
Kamaru Usman,Emil Meek,MALE,30,29,182.88,180.34,170,170,193.04,187.96,-20,511.66666667,1275,-26,-0.31
Darren Elkins,Michael Johnson,MALE,33,31,177.8,177.8,145,145,180.34,185.42,27,-127.38095238,-385,-8,0.16999999999999998
James Krause,Alex White,MALE,31,29,187.96,182.88,170,155,185.42,180.34,21,102.44444444,338,41,-0.08000000000000003
Matt Frevola,Polo Reyes,MALE,27,33,175.26,180.34,155,155,180.34,180.34,0,135,385,0,0
Talita Bernardo,Irene Aldana,FEMALE,30,29,162.56,175.26,135,135,172.72,172.72,24,-40.92592593000001,-250,74,-0.12
Kyung Ho Kang,Guido Cannetti,MALE,30,38,175.26,167.64,135,135,185.42,172.72,16,210.51724138,535,-6,0.21
Kalindra Faria,Jessica Eye,FEMALE,31,31,170.18,167.64,125,125,157,167.64,-13,-40.92592593000001,-250,1,-0.030000000000000027
Danielle Taylor,JJ Aldrich,FEMALE,28,25,152.4,165.1,115,125,152.4,170.18,16,-33.07692308,-240,3,0.08999999999999997
Mads Burnell,Mike Santiago,MALE,23,28,172.72,177.8,145,145,175.26,175.26,31,-112.36842105,-355,-15,0.06000000000000005
Cris Cyborg,Holly Holm,FEMALE,32,36,172.72,172.72,145,145,172.72,175.26,0,234.23076923,590,0,0
Khabib Nurmagomedov,Edson Barboza,MALE,29,31,177.8,180.34,155,155,177.8,190.5,-64,305.6097561,740,-129,-0.18
Dan Hooker,Marc Diakiese,MALE,27,24,182.88,177.8,155,155,190.5,185.42,7,-112.36842105,-355,17,-0.07999999999999996
Cynthia Calvillo,Carla Esparza,FEMALE,30,30,162.56,154.94,115,115,162.56,160.02,10,134.54545455,400,5,0.010000000000000007
Carlos Condit,Neil Magny,MALE,33,30,187.96,190.5,170,170,190.5,203.2,-5,33.07692308,240,0,-0.04999999999999999
Myles Jury,Rick Glenn,MALE,29,28,177.8,182.88,145,145,185.42,177.8,-27,97.85714286,330,-27,-0.33
Louis Smolka,Matheus Nicolau,MALE,26,24,175.26,167.64,135,125,172.72,167.64,0,-120,-370,0,0
Tim Elliott,Mark De La Rosa,MALE,31,23,170.18,167.64,135,135,167.64,165.1,-10,112.36842105,355,-50,0
Ning Guangyou,Jianping Yang,MALE,32,25,162.56,170.18,145,145,162.56,165.1,0,-160.55555556000004,-430,0,0
Robbie Lawler,Rafael Dos Anjos,MALE,35,33,180.34,172.72,170,170,187.96,177.8,86,-25,-230,82,0.18999999999999995
Ricardo Lamas,Josh Emmett,MALE,35,32,172.72,167.64,145,145,180.34,177.8,-7,210.51724138,535,-7,-0.19
Santiago Ponzinibbio,Mike Perry,MALE,31,26,182.88,177.8,170,170,185.42,180.34,-27,70.48387097,290,-30,-0.020000000000000014
Glover Teixeira,Misha Cirkunov,MALE,38,30,187.96,190.5,205,205,193.04,195.58,8,-56.03448276,-270,10,-0.13
Jared Cannonier,Jan Blachowicz,MALE,33,34,180.34,187.96,185,205,195.58,198.12,24,112.36842105,355,24,0.10000000000000003
Julian Marquez,Darren Stewart,MALE,27,26,187.96,182.88,185,185,190.5,187.96,1,250.58823529,620,0,0.06000000000000005
Chad Laprise,Galore Bofando,MALE,31,35,177.8,180.34,170,170,180.34,182.88,-7,56.03448276,270,-29,-0.010000000000000007
Nordine Taleb,Danny Roberts,MALE,36,30,185.42,185.42,170,170,187.96,187.96,-4,70.48387097,290,-4,-0.75
John Makdessi,Abel Trujillo,MALE,32,34,172.72,172.72,155,155,172.72,177.8,-18,-56.03448276,-270,-27,-0.14
Alessio Di Chirico,Oluwale Bamgbose,MALE,28,30,182.88,180.34,185,185,187.96,198.12,4,77.5,300,4,0.4199999999999999
Jordan Mein,Erick Silva,MALE,28,33,182.88,182.88,170,170,185.42,187.96,-38,77.5,300,-81,-0.13
Cub Swanson,Brian Ortega,MALE,34,26,172.72,172.72,145,145,177.8,175.26,0,-16.666666669999998,-220,0,0
Jason Knight,Gabriel Benitez,MALE,25,29,177.8,172.72,145,145,180.34,180.34,0,239.69696969999998,600,0,0
Marlon Moraes,Aljamain Sterling,MALE,29,28,167.64,170.18,135,135,170.18,180.34,0,66.03448276,280,0,0
Scott Holtzman,Darrell Horcher,MALE,34,30,175.26,177.8,155,155,175.26,177.8,0,56.03448276,270,0,0
Eryk Anders,Markus Perez,MALE,30,29,185.42,185.42,185,185,190.5,185.42,0,353.72340426,845,0,0
Albert Morales,Benito Lopez,MALE,26,23,175.26,177.8,135,135,182.88,185.42,0,-25,-230,0,0
Alexis Davis,Liz Carmouche,FEMALE,33,33,167.64,167.64,125,125,172.72,167.64,0,-25,-230,0,0
Luke Sanders,Andre Soukhamthath,MALE,31,29,167.64,175.26,135,135,170.18,177.8,0,256.01449275,630,0,0
Carls John De Tomas,Alex Perez,MALE,21,25,165.1,167.64,125,135,180.34,165.1,0,-311.19047619,-755,0,0
Frankie Saenz,Merab Dvalishvili,MALE,37,26,167.64,167.64,135,135,167.64,172.72,0,-112.36842105,-355,0,0
Alejandro Perez,Iuri Alcantara,MALE,28,37,167.64,175.26,135,135,170.18,180.34,0,-97.85714286,-330,0,0
Chris Gruetzemacher,Davi Ramos,MALE,31,31,172.72,167.64,155,155,172.72,177.8,0,-300,-725,0,0
Antonio Braga Neto,Trevin Giles,MALE,30,25,190.5,182.88,185,185,195.58,187.96,0,-192.96296296,-500,0,0
Max Holloway,Jose Aldo,MALE,25,31,180.34,170.18,155,145,175.26,177.8,0,181.53846154,480,0,0
Alistair Overeem,Francis Ngannou,MALE,37,31,193.04,193.04,265,250,203.2,210.82,0,-166.52173913,-440,0,0
Henry Cejudo,Sergio Pettis,MALE,30,24,162.56,167.64,135,135,162.56,175.26,0,228.75,580,0,0
Eddie Alvarez,Justin Gaethje,MALE,33,29,175.26,180.34,155,155,175.26,177.8,0,-91.17647059,-320,0,0
Tecia Torres,Michelle Waterson,FEMALE,28,31,154.94,160.02,115,115,152.4,157.48,0,170,460,0,0
Charles Oliveira,Paul Felder,MALE,28,33,177.8,180.34,155,155,187.96,177.8,0,40.92592593000001,250,0,0
Alex Oliveira,Yancy Medeiros,MALE,29,30,180.34,177.8,170,155,193.04,190.5,0,294.35897436,710,0,0
David Teymur,Drakkar Klose,MALE,28,29,175.26,175.26,155,155,185.42,177.8,0,33.07692308,240,0,0
Felice Herrig,Cortney Casey,FEMALE,33,30,162.56,170.18,115,115,165.1,170.18,0,8.281573500000007,10,0,0
Amanda Cooper,Angela Magana,FEMALE,26,34,160.02,154.94,115,115,162.56,165.1,0,395.95238095,940,0,0
Sabah Homasi,Abdul Razak Alhassan,MALE,29,32,182.88,177.8,170,170,182.88,185.42,0,-187.26415094,-490,0,0
Jeremy Kimball,Dominick Reyes,MALE,26,27,182.88,193.04,205,205,182.88,195.58,0,-395.95238095,-940,0,0
Justin Willis,Allen Crowder,MALE,30,28,185.42,190.5,264,245,198.12,193.04,0,146.52173913,420,0,0
Nicco Montano,Roxanne Modafferi,FEMALE,28,35,165.1,170.18,125,125,165.1,175.26,0,127.38095238,385,0,0
Sean O'Malley,Terrion Ware,MALE,23,31,180.34,172.72,135,135,182.88,180.34,0,146.52173913,420,0,0
Barb Honchak,Lauren Murphy,FEMALE,38,34,162.56,170.18,125,125,165.1,170.18,0,158.33333333000004,440,0,0
Eric Spicely,Gerald Meerschaert,MALE,31,29,185.42,185.42,185,185,185.42,195.58,0,-91.17647059,-320,0,0
Joe Soto,Brett Johns,MALE,30,25,167.64,170.18,135,135,165.1,180.34,0,-84.39393939,-310,0,0
Christina Marks,Montana De La Rosa,FEMALE,32,22,170.18,170.18,125,125,175.26,172.72,0,-272.22222222,-660,0,0
Andrew Sanchez,Ryan Janes,MALE,29,36,185.42,190.5,185,185,187.96,193.04,0,433.33333333,1050,0,0
Karine Gevorgyan,Rachael Ostovich,FEMALE,28,26,162.56,160.02,125,125,160.02,157.48,0,-351.19047619,-795,0,0
Ariel Beck,Shana Dobson,FEMALE,27,28,167.64,167.64,125,125,167.64,175.26,0,-112.36842105,-355,0,0
Gillian Robertson,Emily Whitmire,FEMALE,22,26,165.1,165.1,125,115,160.02,160.02,0,-112.36842105,-355,0,0
Michael Bisping,Kelvin Gastelum,MALE,38,26,185.42,175.26,185,185,190.5,180.34,7,-207.91228069999997,-528,7,0.22000000000000006
Li Jingliang,Zak Ottow,MALE,29,30,182.88,180.34,170,170,180.34,182.88,0,120,370,0,0
Wang Guan,Alex Caceres,MALE,31,29,175.26,177.8,145,145,180.34,185.42,-22,-48.57142857,-260,-26,-0.03999999999999998
Muslim Salikhov,Alex Garcia,MALE,33,30,180.34,175.26,170,170,177.8,182.88,-4,134.54545455,400,11,-0.12
Zabit Magomedsharipov,Sheymon Moraes,MALE,26,27,185.42,172.72,145,145,185.42,182.88,-16,380,900,-37,0.09999999999999998
Song Kenan,Bobby Nash,MALE,27,27,182.88,182.88,170,170,180.34,187.96,0,-216.66666667,-550,0,0
Kailin Curran,Yan Xiaonan,FEMALE,26,28,162.56,165.1,115,115,165.1,160.02,0,-48.57142857,-260,0,0
Song Yadong,Bharat Kandare,MALE,19,30,172.72,170.18,135,135,170.18,182.88,-5,77.5,300,-6,-0.17
Chase Sherman,Shamil Abdurakhimov,MALE,28,36,193.04,190.5,250,235,198.12,193.04,1,-25,-230,1,0.22
Wu Yanan,Gina Mazany,FEMALE,21,29,172.72,167.64,125,135,167.64,172.72,0,43.07692308,250,0,0
Wuliji Buren,Rolando Dy,MALE,28,27,175.26,172.72,135,145,175.26,175.26,9,-73.33333333,-290,-2,-0.020000000000000014
Cyril Asker,Hu Yaozong,MALE,31,22,182.88,190.5,247,205,187.96,182.88,-12,170,460,-80,-0.12999999999999995
Fabricio Werdum,Marcin Tybura,MALE,40,32,193.04,190.5,231,249,195.58,198.12,-28,216.66666667,550,-42,-0.08999999999999997
Bec Rawlings,Jessica-Rose Clark,FEMALE,28,29,167.64,165.1,125,125,162.56,162.56,36,33.07692308,240,27,0.13999999999999996
Tim Means,Belal Muhammad,MALE,33,29,187.96,180.34,170,170,190.5,182.88,-3,127.38095238,385,-3,0.010000000000000007
Jake Matthews,Bojan Velickovic,MALE,23,28,180.34,182.88,170,170,185.42,193.04,4,48.57142857,260,63,-0.07999999999999996
Elias Theodorou,Daniel Kelly,MALE,29,40,185.42,182.88,185,185,190.5,177.8,-76,222.74193548,565,-74,-0.12
Alexander Volkanovski,Shane Young,MALE,29,24,167.64,172.72,145,145,180.34,182.88,-50,454.375,1110,-59,-0.37
Ryan Benoit,Ashkan Mokhtarian,MALE,28,32,165.1,167.64,125,125,172.72,170.18,-3,210.51724138,535,-4,-0.07
Nik Lentz,Will Brooks,MALE,33,31,172.72,177.8,155,155,172.72,182.88,15,-321.74418605,-775,9,0.21
Rashad Coulter,Tai Tuivasa,MALE,35,24,180.34,187.96,205,264,193.04,190.5,12,-97.85714286,-330,3,0.08999999999999997
Damien Brown,Frank Camacho,MALE,32,28,177.8,177.8,155,170,172.72,185.42,50,-25,-230,97,0.10000000000000003
Alex Chambers,Nadia Kassem,FEMALE,39,22,160.02,165.1,115,125,160.02,167.64,7,-120,-370,55,-0.15000000000000002
Jenel Lausa,Eric Shelton,MALE,29,26,165.1,167.64,125,125,172.72,172.72,81,-239.69696969999998,-600,164,0.58
Anthony Hamilton,Adam Wieczorek,MALE,37,25,195.58,195.58,260,250,193.04,205.74,10,-97.85714286,-330,29,-0.12000000000000005
Dustin Poirier,Anthony Pettis,MALE,28,30,175.26,177.8,155,170,182.88,182.88,-19,0,0,-25,0.08999999999999997
Matt Brown,Diego Sanchez,MALE,36,35,182.88,177.8,170,170,190.5,182.88,-6,261.42857143,640,-7,0.07999999999999996
Junior Albini,Andrei Arlovski,MALE,26,38,190.5,190.5,264,240,187.96,195.58,44,228.75,580,32,0
Nate Marquardt,Cezar Ferreira,MALE,38,32,182.88,185.42,185,185,187.96,198.12,11,-187.26415094,-490,45,0.02999999999999992
Raphael Assuncao,Matthew Lopez,MALE,35,30,165.1,170.18,135,135,167.64,175.26,-12,282.97297297,680,-12,0.07
Joe Lauzon,Clay Guida,MALE,33,35,177.8,170.18,155,155,180.34,177.8,23,-25,-230,30,0.46
John Dodson,Marlon Moraes,MALE,33,29,160.02,167.64,135,135,167.64,170.18,2,25,230,-2,-0.06
Sai Wang,Danny Mitchell,MALE,28,28,182.88,187.96,170,170,182.88,187.96,-6,-122.36842105,-365,-28,-0.030000000000000027
Tatiana Suarez,Viviane Pereira,FEMALE,26,24,165.1,154.94,115,115,167.64,160.02,-58,207.91228069999997,528,-75,-0.09999999999999998
Sage Northcutt,Michel Quinones,MALE,21,32,182.88,177.8,170,155,180.34,185.42,-24,112.36842105,355,-27,-0.14999999999999994
Angela Hill,Nina Ansaroff,FEMALE,32,31,160.02,165.1,115,115,162.56,162.56,36,91.17647059,320,38,0
Court McGee,Sean Strickland,MALE,32,26,180.34,185.42,170,170,190.5,193.04,16,-210.51724138,-535,5,0.06999999999999998
Jake Collier,Marcel Fortuna,MALE,29,32,190.5,185.42,205,205,198.12,187.96,-35,-175.78431373,-470,-59,0.03999999999999998
Darren Stewart,Karl Roberson,MALE,26,27,182.88,185.42,185,205,187.96,187.96,11,-145.78431373,-440,15,0.43
Michael Bisping,Georges St-Pierre,MALE,38,36,185.42,180.34,185,185,190.5,193.04,0,16.666666669999998,220,0,0
Cody Garbrandt,TJ Dillashaw,MALE,26,31,172.72,167.64,135,125,165.1,170.18,0,127.38095238,385,0,0
Joanna Jedrzejczyk,Rose Namajunas,FEMALE,30,25,167.64,165.1,125,115,165.1,165.1,0,485.71428571,1200,0,0
Stephen Thompson,Jorge Masvidal,MALE,34,32,182.88,180.34,170,170,190.5,187.96,0,112.36842105,355,0,0
Johny Hendricks,Paulo Costa,MALE,34,26,175.26,185.42,185,185,175.26,182.88,0,-277.60273973,-670,0,0
James Vick,Joe Duffy,MALE,30,29,190.5,177.8,155,155,193.04,185.42,0,-70.48387097,-290,0,0
Walt Harris,Mark Godbeer,MALE,34,33,195.58,193.04,250,240,195.58,195.58,0,282.97297297,680,0,0
Ovince Saint Preux,Corey Anderson,MALE,34,28,190.5,190.5,205,205,203.2,200.66,0,97.85714286,330,0,0
Randy Brown,Mickey Gall,MALE,27,25,190.5,187.96,170,170,198.12,187.96,0,-25,-230,0,0
Aleksei Oleinik,Curtis Blaydes,MALE,40,26,187.96,193.04,240,265,203.2,203.2,0,-216.66666667,-550,0,0
Aiemann Zahabi,Ricardo Ramos,MALE,29,22,172.72,175.26,135,135,172.72,182.88,0,-112.36842105,-355,0,0
Derek Brunson,Lyoto Machida,MALE,33,39,185.42,185.42,185,185,195.58,187.96,-7,66.03448276,280,-7,-0.11
Demian Maia,Colby Covington,MALE,39,29,185.42,180.34,170,170,182.88,182.88,35,16.666666669999998,220,62,-0.07999999999999996
Pedro Munhoz,Rob Font,MALE,31,30,167.64,172.72,135,135,165.1,180.34,10,-97.85714286,-330,10,0.030000000000000027
Francisco Trinaldo,Jim Miller,MALE,39,34,175.26,172.72,155,155,177.8,180.34,-29,134.54545455,400,-23,-0.030000000000000027
Thiago Santos,Jack Hermansson,MALE,33,29,187.96,185.42,205,185,193.04,195.58,-23,0,0,-24,-0.17999999999999994
John Lineker,Marlon Vera,MALE,27,24,160.02,172.72,135,135,170.18,177.8,-28,364.3814433,870,-43,-0.040000000000000036
Vicente Luque,Niko Price,MALE,25,28,180.34,182.88,170,170,190.5,193.04,-36,33.07692308,240,-35,-0.28
Antonio Carlos Junior,Jack Marshman,MALE,27,27,187.96,182.88,185,185,200.66,185.42,-10,302.97297297,700,-31,0.2
Hacran Dias,Jared Gordon,MALE,33,29,172.72,175.26,155,155,175.26,172.72,69,-70.48387097,-290,122,0.18
Elizeu Zaleski dos Santos,Max Griffin,MALE,30,31,180.34,180.34,170,170,185.42,193.04,-33,146.52173913,420,-33,-0.08999999999999997
Deiveson Figueiredo,Jarred Brooks,MALE,29,24,165.1,160.02,125,125,172.72,157.48,11,-56.03448276,-270,60,0.17999999999999994
Marcelo Golm,Christian Colombo,MALE,25,37,190.5,195.58,249,265,190.5,203.2,-33,187.26415094,490,-43,-0.39
Donald Cerrone,Darren Till,MALE,34,24,185.42,182.88,155,170,185.42,187.96,10,63.33333333,280,10,-0.14999999999999994
Karolina Kowalkiewicz,Jodie Esquibel,FEMALE,32,31,160.02,154.94,115,115,162.56,162.56,-62,433.33333333,1050,-76,-0.010000000000000007
Jan Blachowicz,Devin Clark,MALE,34,27,187.96,182.88,205,205,198.12,190.5,-18,-63.33333333,-280,-19,-0.41
Oskar Piechota,Jonathan Wilson,MALE,27,30,182.88,187.96,185,205,193.04,190.5,-39,134.54545455,400,-63,-0.31999999999999995
Marcin Held,Nasrat Haqparast,MALE,25,22,175.26,177.8,155,155,180.34,182.88,8,266.83098592,650,-16,0.15
Damian Stasiak,Brian Kelleher,MALE,27,31,165.1,167.64,135,135,177.8,167.64,36,8.281573500000007,10,71,0.15000000000000002
Sam Alvey,Ramazan Emeev,MALE,31,30,187.96,177.8,205,170,190.5,193.04,9,-63.33333333,-280,-5,0.12000000000000005
Artem Lobov,Andre Fili,MALE,31,27,175.26,180.34,145,145,165.1,187.96,0,-91.17647059,-320,-1,-0.09999999999999998
Salim Touahri,Warlley Alves,MALE,28,26,177.8,180.34,170,170,182.88,182.88,3,-216.66666667,-550,6,-0.06999999999999995
Lina Lansberg,Aspen Ladd,FEMALE,35,22,170.18,167.64,135,135,165.1,167.64,-15,-158.33333333000004,-440,-5,-0.21
Felipe Arantes,Josh Emmett,MALE,29,32,172.72,167.64,135,145,185.42,177.8,24,-158.33333333000004,-440,34,-0.010000000000000007
Tony Ferguson,Kevin Lee,MALE,33,25,180.34,175.26,155,170,193.04,195.58,0,210.51724138,535,0,0
Demetrious Johnson,Ray Borg,MALE,31,24,160.02,162.56,125,135,167.64,160.02,0,640,1650,0,0
Fabricio Werdum,Walt Harris,MALE,40,34,193.04,195.58,231,250,195.58,195.58,0,127.38095238,385,0,0
John Dodson,John Moraga,MALE,29,30,160.02,167.64,135,125,167.64,167.64,0,462.45614035,1050,0,0
Mara Romero Borella,Kalindra Faria,FEMALE,31,31,167.64,170.18,125,125,175.26,157,0,-175.78431373,-470,0,0
Tom Duquesnoy,Cody Stamann,MALE,24,27,170.18,167.64,135,135,172.72,162.56,0,77.5,300,0,0
Pearl Gonzalez,Poliana Botelho,FEMALE,31,28,162.56,172.72,115,115,172.72,170.18,0,-77.5,-300,0,0
Matt Schnell,Marco Beltran,MALE,27,31,172.72,172.72,135,125,177.8,175.26,0,25,230,0,0
John Moraga,Magomed Bibulatov,MALE,33,29,167.64,165.1,125,125,167.64,165.1,0,-406.81818182,-975,0,0
Thales Leites,Brad Tavares,MALE,36,29,185.42,185.42,185,185,198.12,187.96,0,-97.85714286,-330,0,0
Ovince Saint Preux,Yushin Okami,MALE,34,36,190.5,187.96,205,170,203.2,190.5,0,321.74418605,775,-3,0
Claudia Gadelha,Jessica Andrade,FEMALE,28,25,162.56,154.94,115,115,160.02,157.48,99,210.51724138,535,195,0.11999999999999995
Takanori Gomi,Dong Hyun Ma,MALE,39,29,170.18,180.34,155,155,177.8,177.8,11,-261.42857143,-640,11,-0.010000000000000007
Gokhan Saki,Henrique da Silva,MALE,33,28,182.88,190.5,205,205,185.42,193.04,-20,120,370,-19,-0.15999999999999998
Teruto Ishihara,Rolando Dy,MALE,26,27,170.18,172.72,135,145,175.26,175.26,-2,70.48387097,290,-25,0.05000000000000005
Jussier Formiga,Ulka Sasaki,MALE,32,27,165.1,177.8,125,125,170.18,180.34,0,311.19047619,755,0,0
Keita Nakamura,Alex Morono,MALE,33,27,180.34,180.34,170,170,185.42,182.88,11,0,0,10,-0.010000000000000007
Syuri Kondo,Chanmi Jeon,FEMALE,28,20,162.56,165.1,115,115,167.64,170.18,0,63.33333333,280,0,0
Shinsho Anzai,Luke Jumeau,MALE,31,29,170.18,180.34,170,170,177.8,182.88,-2,-175.78431373,-470,-44,-0.020000000000000014
Daichi Abe,Hyun Gyu Lim,MALE,25,32,180.34,190.5,170,170,180.34,195.58,-20,-16.666666669999998,-220,-22,-0.020000000000000014
Luke Rockhold,David Branch,MALE,32,35,190.5,185.42,185,185,195.58,198.12,-33,380,900,-17,-0.24000000000000005
Mike Perry,Alex Reyes,MALE,26,30,177.8,180.34,170,170,180.34,185.42,-5,311.19047619,755,-5,-0.14999999999999994
Nick Hein,Drew Dober,MALE,30,25,167.64,172.72,155,155,167.64,177.8,-1,58.57142857,270,10,-0.08999999999999997
Hector Lombard,Anthony Smith,MALE,39,29,175.26,193.04,185,205,180.34,193.04,-30,-70.48387097,-290,-30,-0.18
Gregor Gillespie,Jason Gonzalez,MALE,30,27,170.18,187.96,155,155,180.34,187.96,2,311.19047619,755,-7,0.16000000000000006
Kamaru Usman,Sergio Moraes,MALE,30,35,182.88,182.88,170,170,193.04,182.88,-3,640,1650,-3,0.14999999999999994
Justin Ledet,Zu Anyanwu,MALE,28,36,193.04,185.42,205,251,203.2,195.58,0,353.72340426,845,0,0
Anthony Rocco Martin,Olivier Aubin-Mercier,MALE,27,28,182.88,175.26,170,155,185.42,177.8,5,8.281573500000007,10,-9,0.07
Anthony Hamilton,Daniel Spitz,MALE,37,27,195.58,200.66,260,245,193.04,208.28,5,124.91666667,369,5,0.83
Krzysztof Jotko,Uriah Hall,MALE,28,33,185.42,182.88,185,185,195.58,200.66,-18,120,370,-34,0.11
Jason Saggo,Gilbert Burns,MALE,31,31,180.34,177.8,155,155,180.34,180.34,7,-63.33333333,-280,11,0.06
Amanda Nunes,Valentina Shevchenko,FEMALE,29,29,172.72,165.1,145,125,175.26,167.64,0,-56.03448276,-270,0,0
Neil Magny,Rafael Dos Anjos,MALE,30,32,190.5,172.72,170,170,203.2,177.8,0,-112.36842105,-355,0,0
Henry Cejudo,Wilson Reis,MALE,30,32,162.56,162.56,135,125,162.56,165.1,0,300,725,0,0
Ilir Latifi,Tyson Pedro,MALE,34,25,177.8,190.5,205,205,185.42,200.66,0,-48.57142857,-260,0,0
Jeremy Stephens,Gilbert Melendez,MALE,31,35,172.72,175.26,145,145,180.34,185.42,0,8.281573500000007,10,0,0
Sara McMann,Ketlen Vieira,FEMALE,36,26,167.64,172.72,135,135,167.64,172.72,0,120,370,0,0
Sarah Moras,Ashlee Evans-Smith,FEMALE,29,30,170.18,172.72,135,125,170.18,170.18,0,-228.75,-580,0,0
Gavin Tucker,Rick Glenn,MALE,31,28,167.64,182.88,145,145,167.64,177.8,0,282.97297297,680,0,0
Mitch Clarke,Alex White,MALE,31,28,177.8,182.88,155,155,185.42,180.34,0,-134.54545455,-400,0,0
Luis Henrique,Arjan Bhullar,MALE,24,31,187.96,185.42,243,245,187.96,190.5,0,-127.38095238,-385,0,0
Kajan Johnson,Adriano Martins,MALE,33,34,180.34,177.8,155,155,190.5,182.88,0,-433.33333333,-1050,0,0
Alexander Volkov,Stefan Struve,MALE,28,29,200.66,210.82,250,265,203.2,213.36,0,33.07692308,240,0,0
